task_id,base_runtime
T7159,101
T7160,97
T7161,139
T7162,57
T7163,73
T7164,87
T7165,121
T7166,198
T7167,139
T7168,140
T7169,91
T7170,178
T7171,111
T7172,179
T7173,195
T7174,67
T7175,75
T7176,198
T7177,53
T7178,185
T7179,105
T7180,99
T7181,122
T7182,93
T7183,187
T7184,51
T7185,75
T7186,104
T7187,179
T7188,171
T7189,143
T7190,200
T7191,97
T7192,162
T7193,77
T7194,96
T7195,140
T7196,147
T7197,158
T7198,104
T7199,181
T7200,108
T7201,154
T7202,78
T7203,130
T7204,81
T7205,169
T7206,78
T7207,183
T7208,84
T7209,176
T7210,142
T7211,123
T7212,192
T7213,60
T7214,71
T7215,133
T7216,176
T7217,79
T7218,148
T7219,122
T7220,166
T7221,129
T7222,163
T7223,107
T7224,191
T7225,154
T7226,124
T7227,159
T7228,98
T7229,67
T7230,171
T7231,144
T7232,95
T7233,53
T7234,175
T7235,76
T7236,151
T7237,162
T7238,183
T7239,71
T7240,80
T7241,86
T7242,151
T7243,152
T7244,76
T7245,93
T7246,66
T7247,143
T7248,100
T7249,136
T7250,101
T7251,153
T7252,81
T7253,109
T7254,158
T7255,177
T7256,121
T7257,198
T7258,119
T7259,152
T7260,141
T7261,171
T7262,153
T7263,174
T7264,180
T7265,121
T7266,87
T7267,166
T7268,77
T7269,81
T7270,114
T7271,175
T7272,177
T7273,109
T7274,84
T7275,57
T7276,75
T7277,63
T7278,67
T7279,177
T7280,56
T7281,95
T7282,147
T7283,133
T7284,89
T7285,127
T7286,74
T7287,69
T7288,183
T7289,176
T7290,169
T7291,101
T7292,125
T7293,177
T7294,175
T7295,179
T7296,116
T7297,188
T7298,137
T7299,188
T7300,189
T7301,54
T7302,58
T7303,160
T7304,80
T7305,148
T7306,165
T7307,130
T7308,146
T7309,163
T7310,167
T7311,59
T7312,58
T7313,95
T7314,192
T7315,127
T7316,92
T7317,175
T7318,160
T7319,84
T7320,129
T7321,149
T7322,174
T7323,78
T7324,195
T7325,175
T7326,191
T7327,188
T7328,196
T7329,170
T7330,171
T7331,193
T7332,90
T7333,179
T7334,64
T7335,150
T7336,117
T7337,176
T7338,146
T7339,140
T7340,122
T7341,132
T7342,65
T7343,57
T7344,61
T7345,82
T7346,143
T7347,139
T7348,199
T7349,56
T7350,137
T7351,147
T7352,74
T7353,159
T7354,138
T7355,141
T7356,155
T7357,139
T7358,64
T7359,112
T7360,113
T7361,110
T7362,129
T7363,71
T7364,66
T7365,128
T7366,79
T7367,136
T7368,93
T7369,55
T7370,187
T7371,133
T7372,59
T7373,167
T7374,158
T7375,195
T7376,181
T7377,157
T7378,118
T7379,55
T7380,170
T7381,200
T7382,55
T7383,131
T7384,146
T7385,196
T7386,149
T7387,132
T7388,196
T7389,75
T7390,175
T7391,75
T7392,102
T7393,136
T7394,177
T7395,178
T7396,136
T7397,92
T7398,126
T7399,143
T7400,161
T7401,101
T7402,177
T7403,69
T7404,187
T7405,104
T7406,123
T7407,117
T7408,62
T7409,126
T7410,196
T7411,152
T7412,107
T7413,73
T7414,198
T7415,74
T7416,136
T7417,119
T7418,67
T7419,195
T7420,185
T7421,171
T7422,159
T7423,103
T7424,138
T7425,69
T7426,127
T7427,179
T7428,126
T7429,160
T7430,188
T7431,130
T7432,101
T7433,156
T7434,152
T7435,114
T7436,181
T7437,166
T7438,190
T7439,96
T7440,54
T7441,182
T7442,97
T7443,197
T7444,177
T7445,104
T7446,169
T7447,118
T7448,186
T7449,161
T7450,194
T7451,65
T7452,183
T7453,101
T7454,143
T7455,168
T7456,87
T7457,111
T7458,88
T7459,126
T7460,161
T7461,155
T7462,131
T7463,66
T7464,102
T7465,155
T7466,118
T7467,123
T7468,91
T7469,115
T7470,110
T7471,153
T7472,111
T7473,79
T7474,88
T7475,99
T7476,57
T7477,112
T7478,129
T7479,168
T7480,174
T7481,193
T7482,161
T7483,158
T7484,59
T7485,101
T7486,90
T7487,119
T7488,84
T7489,57
T7490,116
T7491,121
T7492,190
T7493,95
T7494,60
T7495,174
T7496,55
T7497,64
T7498,71
T7499,130
T7500,126
T7501,66
T7502,154
T7503,143
T7504,73
T7505,151
T7506,85
T7507,110
T7508,78
T7509,196
T7510,178
T7511,80
T7512,183
T7513,198
T7514,184
T7515,114
T7516,177
T7517,73
T7518,110
T7519,81
T7520,130
T7521,134
T7522,199
T7523,149
T7524,110
T7525,158
T7526,105
T7527,86
T7528,77
T7529,94
T7530,104
T7531,120
T7532,162
T7533,154
T7534,115
T7535,200
T7536,64
T7537,175
T7538,186
T7539,145
T7540,78
T7541,131
T7542,189
T7543,158
T7544,171
T7545,113
T7546,121
T7547,87
T7548,142
T7549,171
T7550,144
T7551,128
T7552,55
T7553,58
T7554,63
T7555,111
T7556,114
T7557,191
T7558,148
T7559,129
T7560,142
T7561,81
T7562,186
T7563,110
T7564,163
T7565,149
T7566,52
T7567,150
T7568,115
T7569,127
T7570,73
T7571,110
T7572,126
T7573,103
T7574,91
T7575,162
T7576,131
T7577,154
T7578,58
T7579,120
T7580,70
T7581,175
T7582,170
T7583,155
T7584,135
T7585,158
T7586,75
T7587,91
T7588,116
T7589,179
T7590,66
T7591,140
T7592,157
T7593,190
T7594,133
T7595,166
T7596,57
T7597,63
T7598,97
T7599,163
T7600,84
T7601,50
T7602,152
T7603,101
T7604,128
T7605,130
T7606,197
T7607,71
T7608,78
T7609,90
T7610,113
T7611,182
T7612,83
T7613,155
T7614,131
T7615,165
T7616,172
T7617,84
T7618,116
T7619,94
T7620,133
T7621,122
T7622,100
T7623,71
T7624,156
T7625,144
T7626,96
T7627,150
T7628,146
T7629,196
T7630,107
T7631,55
T7632,55
T7633,192
T7634,108
T7635,72
T7636,168
T7637,100
T7638,117
T7639,93
T7640,62
T7641,152
T7642,159
T7643,116
T7644,88
T7645,72
T7646,144
T7647,93
T7648,195
T7649,80
T7650,53
T7651,184
T7652,161
T7653,166
T7654,176
T7655,80
T7656,107
T7657,102
T7658,98
T7659,118
T7660,123
T7661,176
T7662,147
T7663,83
T7664,160
T7665,102
T7666,105
T7667,122
T7668,98
T7669,157
T7670,96
T7671,154
T7672,87
T7673,57
T7674,124
T7675,117
T7676,110
T7677,165
T7678,113
T7679,144
T7680,199
T7681,167
T7682,71
T7683,52
T7684,170
T7685,84
T7686,132
T7687,151
T7688,104
T7689,148
T7690,158
T7691,115
T7692,68
T7693,74
T7694,192
T7695,65
T7696,63
T7697,135
T7698,110
T7699,170
T7700,140
T7701,61
T7702,51
T7703,114
T7704,179
T7705,147
T7706,127
T7707,151
T7708,144
T7709,83
T7710,193
T7711,60
T7712,198
T7713,95
T7714,116
T7715,93
T7716,178
T7717,176
T7718,136
T7719,169
T7720,83
T7721,72
T7722,131
T7723,185
T7724,160
T7725,86
T7726,116
T7727,79
T7728,130
T7729,61
T7730,82
T7731,177
T7732,121
T7733,142
T7734,160
T7735,122
T7736,117
T7737,117
T7738,182
T7739,130
T7740,161
T7741,92
T7742,130
T7743,175
T7744,88
T7745,192
T7746,162
T7747,63
T7748,98
T7749,88
T7750,63
T7751,108
T7752,96
T7753,59
T7754,170
T7755,116
T7756,91
T7757,169
T7758,161
T7759,79
T7760,176
T7761,60
T7762,163
T7763,141
T7764,193
T7765,174
T7766,167
T7767,176
T7768,78
T7769,87
T7770,81
T7771,139
T7772,73
T7773,102
T7774,122
T7775,96
T7776,93
T7777,180
T7778,119
T7779,194
T7780,199
T7781,104
T7782,199
T7783,51
T7784,184
T7785,196
T7786,96
T7787,156
T7788,69
T7789,113
T7790,177
T7791,74
T7792,134
T7793,56
T7794,122
T7795,81
T7796,150
T7797,145
T7798,77
T7799,132
T7800,89
T7801,57
T7802,70
T7803,167
T7804,172
T7805,166
T7806,118
T7807,51
T7808,134
T7809,61
T7810,165
T7811,133
T7812,195
T7813,83
T7814,104
T7815,62
T7816,122
T7817,132
T7818,64
T7819,68
T7820,190
T7821,147
T7822,73
T7823,152
T7824,115
T7825,95
T7826,111
T7827,152
T7828,72
T7829,55
T7830,103
T7831,91
T7832,149
T7833,153
T7834,122
T7835,89
T7836,80
T7837,126
T7838,175
T7839,160
T7840,129
T7841,83
T7842,141
T7843,74
T7844,144
T7845,181
T7846,101
T7847,175
T7848,164
T7849,149
T7850,171
T7851,118
T7852,194
T7853,158
T7854,73
T7855,158
T7856,144
T7857,97
T7858,161
T7859,159
T7860,73
T7861,60
T7862,181
T7863,137
T7864,168
T7865,107
T7866,89
T7867,176
T7868,184
T7869,184
T7870,71
T7871,124
T7872,169
T7873,161
T7874,70
T7875,172
T7876,126
T7877,88
T7878,82
T7879,126
T7880,113
T7881,183
T7882,159
T7883,125
T7884,195
T7885,62
T7886,191
T7887,69
T7888,61
T7889,181
T7890,77
T7891,180
T7892,158
T7893,155
T7894,74
T7895,168
T7896,195
T7897,114
T7898,140
T7899,115
T7900,199
T7901,70
T7902,178
T7903,54
T7904,79
T7905,168
T7906,95
T7907,96
T7908,150
T7909,61
T7910,71
T7911,156
T7912,126
T7913,130
T7914,200
T7915,166
T7916,165
T7917,117
T7918,137
T7919,97
T7920,104
T7921,97
T7922,70
T7923,116
T7924,77
T7925,161
T7926,186
T7927,54
T7928,51
T7929,151
T7930,79
T7931,53
T7932,93
T7933,172
T7934,167
T7935,153
T7936,174
T7937,127
T7938,142
T7939,151
T7940,127
T7941,72
T7942,82
T7943,84
T7944,53
T7945,98
T7946,78
T7947,54
T7948,98
T7949,56
T7950,103
T7951,173
T7952,87
T7953,111
T7954,161
T7955,187
T7956,98
T7957,72
T7958,127
T7959,168
T7960,87
T7961,171
T7962,158
T7963,55
T7964,79
T7965,92
T7966,89
T7967,163
T7968,174
T7969,170
T7970,55
T7971,165
T7972,199
T7973,112
T7974,101
T7975,125
T7976,195
T7977,150
T7978,63
T7979,135
T7980,52
T7981,76
T7982,160
T7983,156
T7984,176
T7985,198
T7986,191
T7987,124
T7988,59
T7989,174
T7990,152
T7991,174
T7992,181
T7993,174
T7994,109
T7995,65
T7996,185
T7997,54
T7998,158
T7999,197
T8000,130
T8001,191
T8002,66
T8003,118
T8004,156
T8005,171
T8006,79
T8007,176
T8008,138
T8009,164
T8010,161
T8011,55
T8012,91
T8013,123
T8014,99
T8015,170
T8016,138
T8017,162
T8018,109
T8019,179
T8020,106
T8021,200
T8022,136
T8023,169
T8024,83
T8025,125
T8026,149
T8027,156
T8028,142
T8029,170
T8030,91
T8031,103
T8032,122
T8033,72
T8034,173
T8035,83
T8036,94
T8037,101
T8038,90
T8039,175
T8040,75
T8041,156
T8042,176
T8043,127
T8044,110
T8045,103
T8046,192
T8047,62
T8048,54
T8049,141
T8050,116
T8051,141
T8052,90
T8053,94
T8054,178
T8055,58
T8056,66
T8057,136
T8058,160
T8059,79
T8060,108
T8061,80
T8062,193
T8063,107
T8064,174
T8065,116
T8066,137
T8067,140
T8068,61
T8069,192
T8070,118
T8071,88
T8072,181
T8073,76
T8074,62
T8075,162
T8076,167
T8077,78
T8078,77
T8079,76
T8080,193
T8081,60
T8082,179
T8083,76
T8084,92
T8085,80
T8086,102
T8087,142
T8088,90
T8089,124
T8090,163
T8091,179
T8092,177
T8093,75
T8094,89
T8095,143
T8096,135
T8097,85
T8098,81
T8099,101
T8100,162
T8101,156
T8102,51
T8103,112
T8104,171
T8105,137
T8106,123
T8107,179
T8108,93
T8109,71
T8110,118
T8111,145
T8112,156
T8113,142
T8114,112
T8115,88
T8116,185
T8117,157
T8118,108
T8119,85
T8120,159
T8121,155
T8122,154
T8123,167
T8124,182
T8125,142
T8126,57
T8127,163
T8128,87
T8129,52
T8130,182
T8131,67
T8132,71
T8133,136
T8134,130
T8135,152
T8136,92
T8137,161
T8138,65
T8139,150
T8140,59
T8141,88
T8142,197
T8143,64
T8144,183
T8145,125
T8146,157
T8147,152
T8148,191
T8149,127
T8150,130
T8151,138
T8152,52
T8153,121
T8154,185
T8155,87
T8156,153
T8157,164
T8158,102
T8159,189
T8160,163
T8161,138
T8162,153
T8163,100
T8164,127
T8165,71
T8166,59
T8167,187
T8168,135
T8169,149
T8170,82
T8171,183
T8172,188
T8173,122
T8174,104
T8175,73
T8176,180
T8177,191
T8178,129
T8179,183
T8180,137
T8181,90
T8182,55
T8183,57
T8184,188
T8185,116
T8186,111
T8187,127
T8188,158
T8189,179
T8190,78
T8191,65
T8192,145
T8193,116
T8194,179
T8195,140
T8196,81
T8197,62
T8198,81
T8199,164
T8200,126
T8201,196
T8202,51
T8203,166
T8204,136
T8205,110
T8206,198
T8207,194
T8208,186
T8209,109
T8210,139
T8211,126
T8212,122
T8213,196
T8214,85
T8215,146
T8216,183
T8217,113
T8218,76
T8219,133
T8220,182
T8221,199
T8222,99
T8223,142
T8224,166
T8225,75
T8226,87
T8227,158
T8228,155
T8229,70
T8230,73
T8231,65
T8232,158
T8233,83
T8234,171
T8235,104
T8236,164
T8237,69
T8238,144
T8239,184
T8240,153
T8241,200
T8242,193
T8243,182
T8244,151
T8245,117
T8246,199
T8247,177
T8248,158
T8249,162
T8250,175
T8251,156
T8252,91
T8253,86
T8254,179
T8255,82
T8256,174
T8257,167
T8258,83
T8259,181
T8260,185
T8261,80
T8262,104
T8263,166
T8264,171
T8265,58
T8266,90
T8267,193
T8268,144
T8269,80
T8270,154
T8271,78
T8272,80
T8273,144
T8274,196
T8275,124
T8276,60
T8277,183
T8278,89
T8279,80
T8280,145
T8281,128
T8282,145
T8283,127
T8284,125
T8285,174
T8286,57
T8287,86
T8288,86
T8289,200
T8290,157
T8291,62
T8292,128
T8293,122
T8294,105
T8295,96
T8296,175
T8297,50
T8298,81
T8299,190
T8300,139
T8301,67
T8302,61
T8303,156
T8304,173
T8305,196
T8306,129
T8307,194
T8308,165
T8309,136
T8310,146
T8311,171
T8312,83
T8313,85
T8314,179
T8315,167
T8316,165
T8317,164
T8318,88
T8319,133
T8320,72
T8321,154
T8322,149
T8323,109
T8324,151
T8325,136
T8326,188
T8327,61
T8328,163
T8329,121
T8330,72
T8331,92
T8332,56
T8333,196
T8334,129
T8335,193
T8336,81
T8337,193
T8338,71
T8339,99
T8340,188
T8341,197
T8342,63
T8343,195
T8344,183
T8345,98
T8346,171
T8347,178
T8348,54
T8349,80
T8350,186
T8351,96
T8352,54
T8353,120
T8354,102
T8355,112
T8356,198
T8357,163
T8358,71
T8359,186
T8360,132
T8361,152
T8362,200
T8363,61
T8364,175
T8365,55
T8366,137
T8367,161
T8368,96
T8369,156
T8370,56
T8371,185
T8372,131
T8373,147
T8374,115
T8375,73
T8376,79
T8377,75
T8378,188
T8379,93
T8380,123
T8381,86
T8382,96
T8383,115
T8384,72
T8385,89
T8386,128
T8387,154
T8388,93
T8389,65
T8390,133
T8391,96
T8392,56
T8393,64
T8394,126
T8395,149
T8396,75
T8397,131
T8398,86
T8399,155
T8400,132
T8401,116
T8402,146
T8403,80
T8404,63
T8405,101
T8406,111
T8407,200
T8408,110
T8409,176
T8410,180
T8411,179
T8412,148
T8413,79
T8414,118
T8415,65
T8416,131
T8417,168
T8418,191
T8419,154
T8420,66
T8421,173
T8422,57
T8423,154
T8424,109
T8425,54
T8426,118
T8427,191
T8428,200
T8429,75
T8430,113
T8431,192
T8432,82
T8433,127
T8434,195
T8435,154
T8436,164
T8437,71
T8438,178
T8439,102
T8440,86
T8441,145
T8442,188
T8443,93
T8444,112
T8445,187
T8446,158
T8447,192
T8448,165
T8449,60
T8450,50
T8451,168
T8452,124
T8453,92
T8454,50
T8455,65
T8456,173
T8457,119
T8458,114
T8459,147
T8460,139
T8461,104
T8462,199
T8463,180
T8464,122
T8465,61
T8466,91
T8467,186
T8468,194
T8469,67
T8470,126
T8471,72
T8472,151
T8473,81
T8474,85
T8475,192
T8476,121
T8477,160
T8478,103
T8479,179
T8480,131
T8481,137
T8482,116
T8483,165
T8484,119
T8485,112
T8486,132
T8487,137
T8488,103
T8489,167
T8490,134
T8491,54
T8492,84
T8493,50
T8494,171
T8495,51
T8496,52
T8497,94
T8498,155
T8499,192
T8500,175
T8501,150
T8502,187
T8503,70
T8504,69
T8505,187
T8506,57
T8507,163
T8508,81
T8509,140
T8510,146
T8511,141
T8512,149
T8513,95
T8514,52
T8515,81
T8516,168
T8517,144
T8518,99
T8519,163
T8520,52
T8521,106
T8522,55
T8523,121
T8524,141
T8525,99
T8526,73
T8527,127
T8528,106
T8529,109
T8530,176
T8531,142
T8532,59
T8533,121
T8534,176
T8535,103
T8536,51
T8537,100
T8538,151
T8539,78
T8540,121
T8541,195
T8542,178
T8543,176
T8544,93
T8545,191
T8546,99
T8547,194
T8548,194
T8549,94
T8550,66
T8551,200
T8552,82
T8553,66
T8554,82
T8555,116
T8556,195
T8557,108
T8558,183
T8559,120
T8560,99
T8561,55
T8562,186
T8563,114
T8564,193
T8565,166
T8566,50
T8567,159
T8568,63
T8569,132
T8570,160
T8571,154
T8572,120
T8573,81
T8574,182
T8575,169
T8576,176
T8577,142
T8578,182
T8579,61
T8580,107
T8581,62
T8582,121
T8583,157
T8584,186
T8585,164
T8586,130
T8587,51
T8588,150
T8589,99
T8590,135
T8591,70
T8592,196
T8593,56
T8594,107
T8595,158
T8596,69
T8597,113
T8598,100
T8599,92
T8600,134
T8601,129
T8602,66
T8603,74
T8604,57
T8605,172
T8606,160
T8607,56
T8608,135
T8609,114
T8610,113
T8611,77
T8612,171
T8613,111
T8614,137
T8615,63
T8616,135
T8617,183
T8618,110
T8619,68
T8620,162
T8621,74
T8622,164
T8623,198
T8624,81
T8625,71
T8626,65
T8627,58
T8628,146
T8629,130
T8630,66
T8631,82
T8632,65
T8633,163
T8634,64
T8635,127
T8636,160
T8637,66
T8638,76
T8639,64
T8640,193
T8641,63
T8642,125
T8643,147
T8644,152
T8645,74
T8646,155
T8647,109
T8648,52
T8649,166
T8650,148
T8651,168
T8652,159
T8653,75
T8654,136
T8655,56
T8656,166
T8657,182
T8658,134
T8659,200
T8660,99
T8661,77
T8662,76
T8663,53
T8664,67
T8665,99
T8666,196
T8667,82
T8668,180
T8669,115
T8670,140
T8671,157
T8672,173
T8673,163
T8674,97
T8675,112
T8676,85
T8677,61
T8678,65
T8679,82
T8680,129
T8681,199
T8682,161
T8683,181
T8684,141
T8685,129
T8686,199
T8687,188
T8688,87
T8689,87
T8690,170
T8691,129
T8692,137
T8693,124
T8694,144
T8695,52
T8696,182
T8697,200
T8698,87
T8699,64
T8700,110
T8701,179
T8702,193
T8703,63
T8704,158
T8705,138
T8706,100
T8707,101
T8708,101
T8709,67
T8710,137
T8711,98
T8712,171
T8713,169
T8714,134
T8715,198
T8716,194
T8717,135
T8718,126
T8719,157
T8720,134
T8721,91
T8722,76
T8723,166
T8724,60
T8725,176
T8726,106
T8727,50
T8728,107
T8729,108
T8730,169
T8731,104
T8732,111
T8733,173
T8734,134
T8735,146
T8736,102
T8737,152
T8738,97
T8739,51
T8740,142
T8741,52
T8742,68
T8743,141
T8744,57
T8745,192
T8746,79
T8747,86
T8748,124
T8749,162
T8750,99
T8751,199
T8752,142
T8753,61
T8754,57
T8755,100
T8756,100
T8757,122
T8758,94
T8759,106
T8760,117
T8761,94
T8762,136
T8763,191
T8764,112
T8765,95
T8766,100
T8767,55
T8768,95
T8769,117
T8770,75
T8771,55
T8772,85
T8773,147
T8774,78
T8775,136
T8776,103
T8777,128
T8778,166
T8779,111
T8780,144
T8781,145
T8782,93
T8783,184
T8784,161
T8785,66
T8786,80
T8787,86
T8788,83
T8789,98
T8790,99
T8791,186
T8792,146
T8793,145
T8794,131
T8795,159
T8796,112
T8797,61
T8798,200
T8799,98
T8800,187
T8801,125
T8802,88
T8803,133
T8804,113
T8805,63
T8806,121
T8807,82
T8808,180
T8809,199
T8810,175
T8811,103
T8812,70
T8813,170
T8814,66
T8815,92
T8816,180
T8817,149
T8818,180
T8819,145
T8820,177
T8821,182
T8822,168
T8823,95
T8824,132
T8825,145
T8826,184
T8827,173
T8828,176
T8829,171
T8830,118
T8831,198
T8832,152
T8833,199
T8834,59
T8835,103
T8836,106
T8837,101
T8838,165
T8839,110
T8840,151
T8841,105
T8842,128
T8843,158
T8844,146
T8845,196
T8846,90
T8847,145
T8848,115
T8849,190
T8850,71
T8851,84
T8852,71
T8853,125
T8854,163
T8855,182
T8856,140
T8857,108
T8858,199
T8859,60
T8860,169
T8861,181
T8862,136
T8863,159
T8864,165
T8865,169
T8866,160
T8867,154
T8868,144
T8869,177
T8870,131
T8871,119
T8872,147
T8873,56
T8874,95
T8875,163
T8876,109
T8877,117
T8878,69
T8879,141
T8880,71
T8881,125
T8882,178
T8883,181
T8884,189
T8885,70
T8886,120
T8887,108
T8888,75
T8889,80
T8890,68
T8891,142
T8892,59
T8893,189
T8894,101
T8895,135
T8896,100
T8897,134
T8898,114
T8899,127
T8900,120
T8901,98
T8902,85
T8903,189
T8904,116
T8905,52
T8906,126
T8907,122
T8908,138
T8909,153
T8910,153
T8911,198
T8912,53
T8913,170
T8914,181
T8915,88
T8916,151
T8917,108
T8918,108
T8919,103
T8920,171
T8921,109
T8922,182
T8923,200
T8924,191
T8925,169
T8926,168
T8927,137
T8928,71
T8929,130
T8930,98
T8931,159
T8932,156
T8933,103
T8934,162
T8935,165
T8936,192
T8937,57
T8938,145
T8939,85
T8940,197
T8941,82
T8942,128
T8943,52
T8944,177
T8945,140
T8946,136
T8947,107
T8948,157
T8949,158
T8950,153
T8951,187
T8952,126
T8953,133
T8954,200
T8955,55
T8956,195
T8957,58
T8958,85
T8959,89
T8960,134
T8961,195
T8962,196
T8963,150
T8964,147
T8965,102
T8966,150
T8967,66
T8968,186
T8969,148
T8970,98
T8971,171
T8972,77
T8973,134
T8974,195
T8975,165
T8976,127
T8977,73
T8978,93
T8979,76
T8980,191
T8981,95
T8982,58
T8983,175
T8984,56
T8985,97
T8986,100
T8987,67
T8988,148
T8989,122
T8990,102
T8991,109
T8992,124
T8993,184
T8994,67
T8995,166
T8996,64
T8997,144
T8998,182
T8999,52
T9000,93
T9001,133
T9002,155
T9003,150
T9004,90
T9005,78
T9006,83
T9007,187
T9008,157
T9009,172
T9010,67
T9011,149
T9012,102
T9013,83
T9014,102
T9015,129
T9016,160
T9017,171
T9018,90
T9019,197
T9020,129
T9021,200
T9022,101
T9023,178
T9024,167
T9025,120
T9026,101
T9027,51
T9028,86
T9029,164
T9030,66
T9031,152
T9032,113
T9033,184
T9034,134
T9035,195
T9036,175
T9037,167
T9038,168
T9039,197
T9040,60
T9041,73
T9042,123
T9043,166
T9044,138
T9045,126
T9046,150
T9047,94
T9048,156
T9049,113
T9050,95
T9051,160
T9052,167
T9053,148
T9054,96
T9055,195
T9056,74
T9057,150
T9058,61
T9059,111
T9060,90
T9061,120
T9062,187
T9063,124
T9064,67
T9065,105
T9066,176
T9067,155
T9068,191
T9069,81
T9070,144
T9071,69
T9072,76
T9073,179
T9074,133
T9075,154
T9076,165
T9077,92
T9078,114
T9079,103
T9080,179
T9081,61
T9082,168
T9083,56
T9084,68
T9085,168
T9086,147
T9087,137
T9088,152
T9089,99
T9090,151
T9091,59
T9092,52
T9093,114
T9094,79
T9095,84
T9096,133
T9097,168
T9098,174
T9099,168
T9100,67
T9101,71
T9102,190
T9103,112
T9104,162
T9105,85
T9106,170
T9107,121
T9108,91
T9109,93
T9110,54
T9111,75
T9112,95
T9113,125
T9114,81
T9115,186
T9116,150
T9117,93
T9118,69
T9119,52
T9120,119
T9121,89
T9122,162
T9123,141
T9124,95
T9125,105
T9126,58
T9127,186
T9128,105
T9129,163
T9130,62
T9131,183
T9132,76
T9133,149
T9134,128
T9135,163
T9136,63
T9137,51
T9138,62
T9139,146
T9140,101
T9141,113
T9142,145
T9143,111
T9144,101
T9145,73
T9146,54
T9147,157
T9148,57
T9149,53
T9150,136
T9151,99
T9152,66
T9153,106
T9154,74
T9155,92
T9156,92
T9157,61
T9158,156
T9159,181
T9160,77
T9161,133
T9162,132
T9163,193
T9164,98
T9165,103
T9166,188
T9167,151
T9168,159
T9169,80
T9170,109
T9171,104
T9172,77
T9173,141
T9174,132
T9175,94
T9176,53
T9177,152
T9178,130
T9179,53
T9180,149
T9181,104
T9182,167
T9183,106
T9184,66
T9185,121
T9186,144
T9187,61
T9188,67
T9189,105
T9190,155
T9191,127
T9192,177
T9193,76
T9194,187
T9195,195
T9196,93
T9197,114
T9198,74
T9199,133
T9200,149
T9201,84
T9202,135
T9203,94
T9204,131
T9205,173
T9206,67
T9207,135
T9208,54
T9209,199
T9210,164
T9211,147
T9212,180
T9213,109
T9214,178
T9215,200
T9216,53
T9217,109
T9218,55
T9219,81
T9220,129
T9221,110
T9222,159
T9223,112
T9224,70
T9225,65
T9226,85
T9227,145
T9228,177
T9229,125
T9230,101
T9231,88
T9232,146
T9233,102
T9234,59
T9235,110
T9236,163
T9237,134
T9238,84
T9239,121
T9240,131
T9241,60
T9242,183
T9243,156
T9244,123
T9245,56
T9246,108
T9247,134
T9248,137
T9249,112
T9250,102
T9251,188
T9252,63
T9253,113
T9254,106
T9255,147
T9256,183
T9257,132
T9258,96
T9259,163
T9260,51
T9261,66
T9262,175
T9263,67
T9264,99
T9265,63
T9266,86
T9267,102
T9268,82
T9269,73
T9270,94
T9271,190
T9272,102
T9273,110
T9274,179
T9275,70
T9276,159
T9277,169
T9278,129
T9279,92
T9280,100
T9281,112
T9282,158
T9283,95
T9284,113
T9285,127
T9286,123
T9287,197
T9288,164
T9289,101
T9290,119
T9291,173
T9292,70
T9293,142
T9294,151
T9295,146
T9296,92
T9297,170
T9298,162
T9299,158
T9300,179
T9301,160
T9302,89
T9303,173
T9304,55
T9305,147
T9306,159
T9307,71
T9308,126
T9309,187
T9310,89
T9311,191
T9312,94
T9313,115
T9314,147
T9315,168
T9316,128
T9317,166
T9318,122
T9319,146
T9320,193
T9321,173
T9322,68
T9323,135
T9324,84
T9325,170
T9326,100
T9327,89
T9328,98
T9329,51
T9330,53
T9331,178
T9332,145
T9333,175
T9334,153
T9335,156
T9336,151
T9337,145
T9338,148
T9339,175
T9340,128
T9341,200
T9342,68
T9343,154
T9344,59
T9345,81
T9346,148
T9347,194
T9348,91
T9349,99
T9350,161
T9351,115
T9352,139
T9353,180
T9354,175
T9355,144
T9356,64
T9357,148
T9358,158
T9359,113
T9360,112
T9361,172
T9362,58
T9363,142
T9364,57
T9365,87
T9366,116
T9367,166
T9368,87
T9369,115
T9370,113
T9371,198
T9372,91
T9373,53
T9374,79
T9375,73
T9376,148
T9377,151
T9378,200
T9379,70
T9380,182
T9381,98
T9382,158
T9383,92
T9384,159
T9385,114
T9386,127
T9387,178
T9388,186
T9389,147
T9390,200
T9391,128
T9392,155
T9393,72
T9394,77
T9395,196
T9396,138
T9397,86
T9398,118
T9399,103
T9400,151
T9401,128
T9402,51
T9403,93
T9404,175
T9405,50
T9406,74
T9407,67
T9408,156
T9409,184
T9410,156
T9411,123
T9412,160
T9413,93
T9414,95
T9415,145
T9416,97
T9417,84
T9418,100
T9419,174
T9420,96
T9421,178
T9422,78
T9423,165
T9424,195
T9425,104
T9426,97
T9427,101
T9428,65
T9429,96
T9430,99
T9431,116
T9432,154
T9433,162
T9434,77
T9435,92
T9436,70
T9437,125
T9438,71
T9439,146
T9440,81
T9441,120
T9442,66
T9443,137
T9444,57
T9445,199
T9446,110
T9447,172
T9448,174
T9449,75
T9450,52
T9451,65
T9452,118
T9453,51
T9454,199
T9455,60
T9456,74
T9457,104
T9458,183
T9459,51
T9460,146
T9461,183
T9462,118
T9463,174
T9464,171
T9465,136
T9466,159
T9467,136
T9468,144
T9469,137
T9470,130
T9471,111
T9472,142
T9473,152
T9474,146
T9475,64
T9476,141
T9477,134
T9478,75
T9479,50
T9480,166
T9481,152
T9482,85
T9483,56
T9484,81
T9485,185
T9486,121
T9487,113
T9488,144
T9489,165
